Model,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Car_Age
M5,Middle East,Silver,Electric,Automatic,4.7,162831,9528,High,13
5 Series,North America,Silver,Electric,Automatic,2.8,110800,3481,Low,1
7 Series,North America,Red,Diesel,Automatic,4.5,10674,7695,High,12
X6,South America,Red,Electric,Manual,4.2,73191,8496,High,14
3 Series,South America,Black,Petrol,Automatic,4.4,180881,7785,High,5
X6,South America,Blue,Electric,Automatic,2.9,133488,4271,Low,0
X1,Europe,Black,Petrol,Automatic,1.9,78418,7047,High,4
3 Series,Asia,Blue,Diesel,Automatic,1.6,49384,593,Low,3
i8,Middle East,Grey,Electric,Automatic,4.9,115124,7320,High,9
i3,Asia,Grey,Diesel,Manual,1.8,133395,5778,Low,8
X3,Middle East,White,Hybrid,Manual,2.3,9699,3475,Low,9
X5,Africa,Silver,Electric,Automatic,4.5,7971,127,Low,7
X1,Europe,White,Petrol,Automatic,3.7,59782,6839,Low,12
M3,Europe,Black,Electric,Automatic,2.7,108544,1837,Low,10
5 Series,Asia,Red,Hybrid,Automatic,3.4,162281,9919,High,11
i3,Middle East,Silver,Hybrid,Manual,2.9,74367,6890,Low,1
i8,Europe,Grey,Electric,Automatic,4.9,23666,7893,High,14
X3,South America,Silver,Diesel,Automatic,3.0,84335,4303,Low,4
X3,Middle East,Grey,Hybrid,Manual,3.3,20051,9975,High,14
7 Series,North America,Red,Electric,Automatic,4.8,7738,3447,Low,10
i3,Europe,Black,Petrol,Manual,2.7,182460,7766,High,9
3 Series,North America,Silver,Electric,Manual,4.6,160396,750,Low,13
X3,North America,White,Diesel,Automatic,4.6,21380,9131,High,10
M3,Asia,Grey,Hybrid,Automatic,3.6,79615,1852,Low,0
M5,Europe,Blue,Electric,Manual,4.3,75454,6172,Low,0
M3,North America,Red,Petrol,Manual,4.1,62913,9549,High,1
M5,Africa,Black,Electric,Manual,1.8,30260,8045,High,12
X1,North America,Grey,Electric,Manual,4.5,46840,8906,High,1
7 Series,North America,Blue,Petrol,Manual,1.8,51923,8814,High,4
X6,South America,White,Diesel,Automatic,2.6,119256,5726,Low,10
M3,North America,White,Hybrid,Manual,2.1,74251,5533,Low,5
7 Series,South America,Blue,Hybrid,Manual,1.7,127536,6202,Low,2
X1,North America,Blue,Petrol,Manual,3.1,195415,7326,High,14
X1,Europe,Silver,Petrol,Manual,2.3,178120,5979,Low,3
i3,Asia,Grey,Diesel,Automatic,2.6,193515,6537,Low,6
X3,North America,White,Diesel,Automatic,2.3,121703,8333,High,12
M3,Asia,White,Hybrid,Automatic,1.8,16027,5202,Low,9
5 Series,Europe,White,Diesel,Automatic,1.7,38671,9074,High,13
X5,Europe,White,Electric,Manual,3.8,28821,6508,Low,9
X6,Europe,Blue,Petrol,Automatic,1.9,104589,9990,High,10
X3,North America,Grey,Electric,Manual,2.0,158114,9404,High,13
X6,South America,Grey,Diesel,Automatic,4.5,28500,2090,Low,14
3 Series,South America,Black,Electric,Automatic,2.3,194365,1406,Low,2
7 Series,Asia,Blue,Petrol,Automatic,4.4,20816,1888,Low,12
X3,South America,Grey,Electric,Manual,1.5,94357,6583,Low,13
i3,Africa,Silver,Electric,Manual,4.7,151749,5869,Low,6
M5,North America,White,Diesel,Manual,2.1,90136,1091,Low,10
3 Series,Europe,White,Electric,Automatic,4.2,159714,5387,Low,4
X6,North America,Grey,Diesel,Manual,3.0,178811,5761,Low,5
3 Series,South America,Grey,Petrol,Automatic,3.4,26155,263,Low,12
7 Series,North America,Black,Petrol,Manual,2.1,178305,4296,Low,5
X5,Europe,Blue,Diesel,Manual,2.6,185400,7494,High,13
X3,South America,Silver,Electric,Manual,3.2,42893,7780,High,9
7 Series,North America,Black,Hybrid,Automatic,1.7,156665,6129,Low,12
7 Series,Middle East,Grey,Petrol,Manual,3.5,99774,8816,High,1
3 Series,Asia,Silver,Petrol,Automatic,4.5,36298,5870,Low,7
3 Series,South America,Red,Petrol,Automatic,2.1,155067,7097,High,7
X6,Europe,Grey,Petrol,Manual,1.6,95449,8476,High,9
7 Series,North America,Silver,Electric,Manual,4.9,62449,2862,Low,13
X5,Africa,Blue,Hybrid,Automatic,3.3,47952,1387,Low,13
X6,South America,Grey,Diesel,Automatic,3.5,139383,1494,Low,9
i3,Middle East,Blue,Petrol,Automatic,3.9,79874,9015,High,7
M3,Middle East,Black,Diesel,Manual,3.6,66291,1459,Low,0
i3,Europe,Blue,Petrol,Manual,4.2,124145,937,Low,7
X1,Asia,Silver,Electric,Automatic,4.4,128457,9935,High,1
M5,Asia,Silver,Electric,Automatic,4.9,5695,5667,Low,7
X1,South America,Black,Hybrid,Manual,1.9,178334,2194,Low,8
X6,North America,Red,Diesel,Manual,4.3,101897,9131,High,7
X3,Middle East,Black,Hybrid,Automatic,2.0,84806,9739,High,0
M3,Africa,White,Petrol,Automatic,1.8,112694,309,Low,6
M5,South America,Black,Petrol,Manual,1.8,122698,1998,Low,14
X6,Europe,Blue,Hybrid,Automatic,3.2,80198,4680,Low,3
M5,Asia,Blue,Hybrid,Manual,2.7,128699,6943,Low,0
7 Series,Asia,Blue,Electric,Automatic,2.9,129351,5734,Low,4
5 Series,North America,Blue,Electric,Manual,3.0,124486,6884,Low,9
M3,South America,Grey,Electric,Manual,3.1,91252,4313,Low,13
X3,Europe,Grey,Electric,Automatic,4.5,135139,4192,Low,14
i8,Europe,White,Diesel,Manual,4.8,65437,2276,Low,11
X6,Africa,Blue,Hybrid,Automatic,3.7,52923,3524,Low,11
M5,South America,Silver,Diesel,Automatic,4.7,62729,9177,High,10
i8,Europe,Blue,Petrol,Automatic,4.9,196288,2539,Low,9
i3,Africa,Grey,Diesel,Automatic,4.4,26812,7029,High,5
3 Series,Asia,Blue,Hybrid,Automatic,3.5,152333,282,Low,4
M3,South America,Silver,Hybrid,Manual,1.9,2441,7232,High,4
X5,Africa,Silver,Hybrid,Manual,4.5,27300,5301,Low,1
3 Series,Europe,Grey,Diesel,Automatic,3.4,117600,1470,Low,12
X3,North America,Silver,Electric,Automatic,2.9,123179,5076,Low,14
3 Series,Europe,Red,Hybrid,Automatic,2.7,63084,4796,Low,0
5 Series,Africa,White,Petrol,Automatic,4.9,47896,9467,High,0
X1,Africa,Blue,Diesel,Manual,1.6,194891,6541,Low,7
X5,Asia,Black,Diesel,Automatic,1.9,122037,5602,Low,12
M3,South America,Black,Diesel,Automatic,4.7,25908,4775,Low,6
M3,Middle East,White,Electric,Manual,3.8,146570,5546,Low,4
M5,Asia,White,Electric,Automatic,1.7,121295,9212,High,14
5 Series,Asia,Grey,Hybrid,Automatic,1.5,55128,5314,Low,3
5 Series,Middle East,Silver,Hybrid,Manual,2.5,159987,7120,High,13
7 Series,South America,Grey,Hybrid,Manual,4.9,59638,4445,Low,12
5 Series,South America,Blue,Petrol,Automatic,1.8,132831,9384,High,11
X5,South America,Silver,Diesel,Automatic,2.5,82008,2380,Low,12
M5,Africa,White,Hybrid,Manual,2.4,128415,1485,Low,7
X3,Europe,Grey,Electric,Manual,4.9,37443,9959,High,6
i8,Africa,Red,Electric,Manual,4.7,115163,4032,Low,1
3 Series,North America,White,Diesel,Automatic,1.7,61059,6756,Low,2
3 Series,Asia,Grey,Petrol,Automatic,1.9,4456,1878,Low,4
i3,South America,Red,Hybrid,Automatic,5.0,46808,5237,Low,2
7 Series,Africa,Grey,Petrol,Manual,3.9,77618,3044,Low,12
M3,Europe,Black,Diesel,Manual,2.5,68617,8758,High,1
7 Series,North America,White,Petrol,Manual,1.7,56052,992,Low,14
i3,North America,Blue,Petrol,Manual,4.7,45862,5361,Low,11
7 Series,South America,Blue,Electric,Automatic,2.6,120312,5360,Low,5
X1,South America,Red,Petrol,Manual,4.2,168758,6087,Low,0
3 Series,South America,Grey,Diesel,Manual,2.8,163450,5935,Low,1
X3,South America,Blue,Electric,Automatic,2.6,11446,5395,Low,0
M5,North America,Silver,Petrol,Automatic,1.6,151895,457,Low,5
i8,Africa,Silver,Electric,Automatic,3.6,157452,8517,High,10
i8,Africa,Black,Petrol,Automatic,4.7,170522,7773,High,1
M5,Middle East,Red,Hybrid,Automatic,3.6,136007,8283,High,11
X3,Middle East,White,Petrol,Manual,4.2,76838,3986,Low,4
X5,South America,Blue,Diesel,Automatic,2.8,96074,9692,High,14
X6,Asia,Silver,Diesel,Automatic,2.9,52825,5828,Low,14
i8,Africa,Black,Hybrid,Manual,3.5,149642,3755,Low,5
X1,Middle East,Red,Diesel,Automatic,3.6,23181,7659,High,11
i8,Asia,Grey,Petrol,Automatic,4.9,134901,1540,Low,7
X1,Asia,Red,Petrol,Automatic,2.6,162192,2445,Low,5
X3,North America,Grey,Diesel,Manual,2.4,81037,9344,High,14
3 Series,Africa,Red,Diesel,Manual,2.5,152914,5393,Low,8
M3,Africa,Silver,Diesel,Manual,2.7,64376,7334,High,6
i8,Africa,Red,Petrol,Manual,4.8,113923,5746,Low,8
M3,South America,Grey,Hybrid,Automatic,1.9,106935,9288,High,7
X5,South America,Blue,Electric,Automatic,4.1,69303,2851,Low,14
3 Series,North America,Blue,Hybrid,Automatic,1.7,132747,9292,High,3
X1,Middle East,Silver,Diesel,Manual,2.9,43490,9563,High,11
i3,Asia,Black,Diesel,Automatic,2.9,122395,7261,High,0
M5,Africa,Black,Electric,Automatic,2.7,192661,2314,Low,5
i8,Asia,Black,Electric,Manual,3.5,6847,9308,High,7
5 Series,Middle East,Red,Petrol,Automatic,1.6,7912,2916,Low,4
i3,North America,Black,Electric,Manual,2.7,49643,6248,Low,1
3 Series,South America,White,Petrol,Manual,4.4,31753,8190,High,11
i3,Africa,Red,Electric,Automatic,1.6,87652,3230,Low,4
7 Series,Europe,Red,Hybrid,Manual,3.7,196355,3847,Low,9
3 Series,North America,White,Hybrid,Automatic,3.8,76918,5875,Low,3
5 Series,Africa,Black,Electric,Manual,4.0,112130,6525,Low,0
X6,Asia,Blue,Electric,Automatic,4.2,45896,9746,High,8
M3,South America,Silver,Diesel,Automatic,2.3,199971,6739,Low,5
X6,Middle East,Black,Petrol,Manual,3.0,70724,198,Low,14
3 Series,Middle East,Blue,Petrol,Manual,4.7,136567,2961,Low,5
i8,North America,Silver,Electric,Automatic,1.9,82991,6308,Low,0
7 Series,Middle East,Red,Hybrid,Automatic,4.6,117826,2966,Low,14
7 Series,Middle East,Grey,Electric,Manual,4.7,130807,6878,Low,3
X1,Europe,Grey,Diesel,Automatic,4.7,49450,5413,Low,4
i8,Asia,Grey,Electric,Manual,2.5,78880,5478,Low,11
3 Series,North America,Grey,Diesel,Automatic,4.4,77275,4347,Low,1
X3,North America,Red,Diesel,Manual,4.8,171875,226,Low,4
i8,Africa,Silver,Electric,Manual,2.0,56468,406,Low,8
i3,Middle East,Red,Diesel,Manual,2.1,43557,6384,Low,7
7 Series,Africa,Grey,Petrol,Manual,2.9,33376,8770,High,0
X6,Asia,White,Electric,Manual,4.6,93215,2986,Low,12
M5,Europe,White,Diesel,Manual,1.8,155788,6903,Low,5
5 Series,North America,Red,Hybrid,Automatic,2.8,81022,3721,Low,3
5 Series,North America,Blue,Petrol,Automatic,4.0,186452,1848,Low,4
i3,South America,White,Petrol,Automatic,3.0,63063,4148,Low,3
i8,South America,Grey,Hybrid,Automatic,2.4,20271,1365,Low,11
M5,Asia,Silver,Diesel,Automatic,2.8,58625,5559,Low,1
3 Series,Africa,Silver,Petrol,Manual,3.9,153337,3636,Low,12
M3,Asia,Grey,Electric,Automatic,4.9,158987,1539,Low,3
X5,North America,Grey,Hybrid,Automatic,3.1,102600,6882,Low,11
i3,North America,Blue,Petrol,Manual,1.7,118142,6729,Low,9
X1,Middle East,Red,Electric,Manual,3.4,7211,5742,Low,3
X3,Africa,Silver,Petrol,Manual,2.6,115437,1871,Low,5
X3,North America,Red,Electric,Automatic,2.3,38661,7989,High,14
M5,Europe,Red,Petrol,Manual,5.0,113869,2262,Low,14
M5,Middle East,White,Electric,Automatic,2.1,159145,7049,High,14
i3,Middle East,Red,Hybrid,Automatic,4.7,54004,8128,High,9
X5,Asia,Black,Petrol,Manual,3.6,196449,5468,Low,1
i8,South America,Red,Petrol,Manual,4.6,67953,618,Low,5
i8,Europe,Grey,Hybrid,Automatic,4.6,86537,3155,Low,5
X1,South America,White,Hybrid,Automatic,3.0,16982,5191,Low,7
i3,Middle East,Silver,Petrol,Manual,4.4,105540,6140,Low,14
X5,Africa,Grey,Petrol,Automatic,2.1,36048,5496,Low,11
3 Series,Africa,White,Diesel,Automatic,3.2,15488,5781,Low,7
7 Series,Europe,Grey,Electric,Automatic,1.6,31276,443,Low,5
M3,Africa,Grey,Diesel,Manual,3.6,12451,4593,Low,13
M5,Middle East,Grey,Electric,Automatic,3.5,175225,1824,Low,4
X3,Europe,Blue,Diesel,Manual,1.6,20204,3075,Low,3
3 Series,Asia,Silver,Electric,Manual,3.2,121480,4467,Low,8
M3,Middle East,Silver,Petrol,Manual,3.8,13455,5551,Low,1
X6,Europe,Red,Electric,Manual,1.9,123220,9599,High,12
M5,Asia,Black,Diesel,Automatic,2.1,185651,3522,Low,4
7 Series,Africa,Grey,Petrol,Automatic,3.0,56510,5878,Low,3
3 Series,Asia,Silver,Hybrid,Automatic,3.9,83213,8776,High,8
i8,Africa,Grey,Hybrid,Manual,1.9,181580,6524,Low,14
i8,Africa,Blue,Petrol,Manual,4.0,5331,4514,Low,7
3 Series,Europe,White,Hybrid,Automatic,4.3,24922,4194,Low,4
X1,South America,Red,Diesel,Automatic,4.4,198210,3902,Low,12
7 Series,Europe,Blue,Hybrid,Manual,4.4,119778,5383,Low,6
X1,Africa,Blue,Diesel,Manual,2.8,97114,6697,Low,10
5 Series,Asia,Blue,Petrol,Manual,3.8,138879,3270,Low,9
X6,Africa,Red,Diesel,Automatic,3.6,85043,9863,High,4
X1,Middle East,Black,Petrol,Manual,2.0,51802,9601,High,10
X1,South America,Black,Petrol,Manual,1.6,82798,7413,High,11
5 Series,South America,Blue,Petrol,Automatic,1.9,84409,1538,Low,10
i3,North America,Silver,Petrol,Automatic,1.6,105262,6114,Low,12
M5,Asia,Silver,Diesel,Manual,2.5,153359,6363,Low,2
M3,Asia,Blue,Petrol,Manual,4.5,116622,5972,Low,0
5 Series,Middle East,Red,Petrol,Automatic,4.1,131726,5658,Low,14
7 Series,Middle East,Black,Diesel,Automatic,3.9,195962,6719,Low,4
X3,Africa,Grey,Diesel,Automatic,3.8,94028,772,Low,7
5 Series,Africa,Silver,Hybrid,Manual,4.0,21718,2362,Low,9
X1,Asia,White,Diesel,Automatic,4.9,144041,5754,Low,4
7 Series,Europe,Blue,Petrol,Manual,4.0,21856,5443,Low,6
i3,South America,Black,Diesel,Automatic,2.5,83607,1027,Low,3
5 Series,Middle East,Grey,Petrol,Automatic,2.2,11260,4199,Low,13
X1,South America,Grey,Diesel,Manual,1.7,123700,9618,High,10
X6,Asia,Red,Electric,Manual,3.8,26872,4719,Low,8
X5,Middle East,White,Electric,Manual,1.8,66007,8646,High,12
X5,North America,Silver,Diesel,Automatic,4.3,190159,3615,Low,12
3 Series,Asia,Blue,Electric,Manual,2.8,188854,6740,Low,4
X3,Africa,Silver,Hybrid,Automatic,4.9,199668,183,Low,2
M5,South America,White,Hybrid,Manual,4.5,149737,2994,Low,8
M5,South America,Black,Petrol,Manual,4.5,94117,3995,Low,8
3 Series,Asia,Silver,Electric,Manual,2.9,4643,712,Low,10
M5,Asia,White,Petrol,Automatic,3.1,165778,2869,Low,13
X6,North America,Red,Hybrid,Manual,1.6,168216,3125,Low,6
3 Series,South America,Silver,Petrol,Automatic,3.0,83695,8040,High,11
5 Series,North America,Black,Hybrid,Manual,3.0,191968,5592,Low,6
X1,Asia,Blue,Electric,Automatic,2.9,104564,727,Low,9
i8,Africa,White,Hybrid,Automatic,3.1,57004,4107,Low,14
M5,Africa,Grey,Petrol,Automatic,3.7,108137,1664,Low,0
X1,South America,Red,Electric,Manual,2.3,53053,5982,Low,10
M3,North America,Black,Hybrid,Automatic,2.6,95153,2675,Low,10
X1,North America,Grey,Electric,Automatic,3.3,189930,2690,Low,13
i3,South America,Blue,Diesel,Automatic,2.3,170168,2250,Low,0
X1,North America,Silver,Hybrid,Automatic,4.0,137202,6361,Low,7
7 Series,Middle East,Black,Electric,Automatic,2.0,179025,4353,Low,10
X6,Asia,Silver,Hybrid,Automatic,4.4,87222,6123,Low,13
5 Series,Europe,Black,Hybrid,Automatic,3.6,187884,996,Low,5
M5,South America,Blue,Petrol,Automatic,5.0,31961,8839,High,3
X1,North America,Red,Hybrid,Manual,4.6,68399,7785,High,13
3 Series,Middle East,Silver,Diesel,Automatic,3.1,166210,6037,Low,11
i3,North America,Blue,Petrol,Manual,2.7,174520,3717,Low,3
i3,Middle East,Black,Hybrid,Automatic,4.8,56000,4279,Low,8
M3,Europe,White,Diesel,Automatic,1.7,13175,9893,High,1
M5,Europe,Black,Diesel,Manual,2.3,33183,510,Low,12
i3,Africa,Blue,Petrol,Manual,2.9,957,2275,Low,13
i3,Europe,Silver,Diesel,Automatic,3.5,88138,4786,Low,6
i3,North America,Black,Petrol,Automatic,4.9,23415,7804,High,6
i3,Europe,Blue,Petrol,Manual,1.8,119242,3938,Low,13
i8,Europe,White,Electric,Manual,2.8,17243,5862,Low,8
X3,South America,Grey,Petrol,Automatic,4.0,158723,6249,Low,12
M5,South America,White,Diesel,Automatic,3.9,54883,6034,Low,14
X3,South America,Grey,Petrol,Automatic,3.2,92598,1038,Low,8
X6,Middle East,Red,Hybrid,Automatic,3.8,5166,5770,Low,3
5 Series,Asia,Grey,Electric,Manual,1.8,30943,3756,Low,7
M5,Middle East,Red,Petrol,Automatic,3.3,63478,648,Low,12
5 Series,Europe,Blue,Hybrid,Manual,4.4,89727,3044,Low,7
M3,Asia,Blue,Hybrid,Manual,4.2,85905,6639,Low,3
M5,Asia,Black,Diesel,Automatic,3.5,179192,3552,Low,2
M5,South America,Grey,Diesel,Manual,4.0,90211,7302,High,12
X6,Middle East,White,Diesel,Automatic,1.8,79445,753,Low,11
X6,Middle East,Grey,Hybrid,Automatic,4.3,63117,4928,Low,9
X6,Asia,Blue,Hybrid,Manual,2.8,59356,9869,High,3
X3,Asia,Black,Hybrid,Automatic,4.5,137676,2956,Low,2
X1,Africa,White,Diesel,Automatic,3.8,153976,8041,High,3
X6,Asia,Red,Diesel,Automatic,3.3,158856,8934,High,5
X3,Middle East,Silver,Hybrid,Automatic,4.9,199588,7211,High,9
i3,North America,Silver,Hybrid,Manual,2.2,49755,7926,High,9
i8,Africa,Silver,Petrol,Automatic,4.2,11560,1725,Low,0
3 Series,South America,Red,Diesel,Manual,4.5,140184,7059,High,9
M5,Europe,White,Electric,Manual,4.8,79142,8628,High,1
i3,North America,Blue,Petrol,Automatic,3.5,110679,6410,Low,9
X6,Asia,Silver,Electric,Automatic,4.3,98370,9839,High,12
7 Series,Asia,White,Electric,Automatic,4.1,152227,8161,High,3
X5,South America,Red,Electric,Automatic,3.8,20563,3731,Low,5
5 Series,Europe,Silver,Electric,Manual,3.2,31982,318,Low,4
M3,Asia,Red,Diesel,Automatic,1.6,151469,8452,High,1
i8,South America,Black,Petrol,Automatic,4.8,12516,3215,Low,9
M5,Europe,White,Hybrid,Manual,4.6,19622,3074,Low,10
M5,Asia,White,Diesel,Manual,3.4,41131,1012,Low,13
i8,North America,Grey,Hybrid,Manual,2.8,147059,7162,High,2
M5,Europe,White,Electric,Manual,1.9,32138,8838,High,9
7 Series,Asia,Blue,Diesel,Automatic,2.3,52061,1714,Low,1
X5,Europe,White,Electric,Manual,2.3,103604,9912,High,5
X3,North America,Black,Hybrid,Automatic,3.6,119107,6154,Low,11
i3,North America,Grey,Petrol,Manual,1.7,51051,805,Low,11
X6,Europe,Black,Hybrid,Manual,1.9,131068,8730,High,6
X5,Europe,White,Petrol,Manual,2.6,96708,8675,High,5
3 Series,Asia,Grey,Diesel,Manual,3.6,35524,5876,Low,7
X1,Europe,Grey,Petrol,Manual,1.6,112957,7867,High,3
X3,Africa,Black,Hybrid,Automatic,2.3,5968,905,Low,3
M5,North America,Blue,Diesel,Manual,4.2,61474,5724,Low,6
i3,Middle East,Grey,Petrol,Manual,4.1,119893,447,Low,7
3 Series,North America,Blue,Petrol,Automatic,3.1,187396,7571,High,9
7 Series,Europe,White,Petrol,Manual,2.1,51199,9695,High,7
5 Series,South America,Red,Diesel,Manual,4.1,142703,2555,Low,5
i3,Asia,Black,Diesel,Manual,1.6,13762,841,Low,7
M5,Africa,White,Electric,Manual,3.3,74297,6391,Low,1
5 Series,North America,Silver,Diesel,Automatic,4.0,132218,1043,Low,8
3 Series,Africa,Red,Petrol,Automatic,4.4,25276,9893,High,1
7 Series,Middle East,Black,Electric,Manual,4.9,44819,4497,Low,7
X3,Middle East,Red,Hybrid,Automatic,4.0,124408,6046,Low,11
X6,Africa,Grey,Hybrid,Manual,4.1,50926,6127,Low,5
7 Series,Middle East,Silver,Hybrid,Manual,4.4,196771,8689,High,10
X5,Middle East,White,Petrol,Manual,4.0,135779,6330,Low,9
7 Series,South America,White,Petrol,Automatic,2.5,102265,3134,Low,5
X6,Africa,White,Petrol,Automatic,4.5,140935,5715,Low,10
i3,Europe,Silver,Petrol,Manual,1.7,117892,349,Low,14
X3,South America,Black,Electric,Manual,2.5,103622,6708,Low,0
7 Series,South America,Silver,Diesel,Automatic,1.7,30590,7750,High,8
M5,South America,Red,Electric,Manual,4.0,79173,1831,Low,13
i3,Middle East,Grey,Petrol,Manual,4.9,181215,906,Low,7
X1,Europe,Silver,Petrol,Manual,1.8,46210,9641,High,0
M5,South America,Grey,Diesel,Manual,4.6,91964,4111,Low,8
7 Series,Africa,Grey,Hybrid,Automatic,4.4,35748,4320,Low,12
X6,South America,Grey,Diesel,Manual,2.4,72643,6753,Low,10
M5,North America,Red,Diesel,Manual,2.2,65050,9334,High,9
M3,Middle East,Black,Hybrid,Automatic,4.2,46143,8687,High,12
X6,Europe,Red,Diesel,Automatic,2.2,66260,2013,Low,11
X3,North America,Black,Hybrid,Manual,1.9,67519,8714,High,14
X1,South America,Grey,Petrol,Automatic,2.5,57736,3788,Low,3
5 Series,Africa,Silver,Diesel,Automatic,4.7,99669,3349,Low,6
X5,South America,Silver,Hybrid,Manual,4.0,20067,8353,High,5
5 Series,South America,Grey,Petrol,Automatic,2.8,33214,9121,High,14
3 Series,Asia,White,Hybrid,Manual,4.8,7621,6370,Low,13
i8,Asia,White,Hybrid,Automatic,2.5,62983,6870,Low,13
i8,Middle East,Silver,Diesel,Automatic,3.5,125060,1644,Low,3
M3,Middle East,Silver,Petrol,Manual,4.5,85143,1501,Low,8
X6,Asia,Silver,Hybrid,Automatic,4.9,4368,2722,Low,9
X3,Middle East,Blue,Diesel,Manual,2.7,141945,2334,Low,10
3 Series,Middle East,Silver,Hybrid,Manual,4.4,7798,3153,Low,14
X1,Africa,Grey,Hybrid,Automatic,2.8,181873,9150,High,13
M3,South America,Red,Diesel,Manual,2.1,57191,282,Low,13
M3,Asia,White,Electric,Automatic,3.2,47208,9908,High,3
7 Series,Europe,Black,Hybrid,Automatic,2.2,15734,4896,Low,14
5 Series,Asia,White,Hybrid,Manual,2.3,84369,7396,High,8
X3,Europe,Blue,Hybrid,Automatic,4.3,140312,8159,High,8
5 Series,South America,Black,Petrol,Manual,1.5,119900,5666,Low,1
i3,Africa,Black,Petrol,Manual,2.5,178673,4513,Low,10
7 Series,Middle East,Silver,Diesel,Automatic,5.0,89749,9897,High,10
i3,North America,Blue,Electric,Automatic,2.5,122523,5951,Low,10
X6,North America,Grey,Hybrid,Automatic,3.0,87628,770,Low,7
i8,Middle East,Red,Hybrid,Automatic,3.2,171854,2825,Low,12
i3,North America,White,Electric,Automatic,4.9,45660,6019,Low,13
X1,South America,Black,Electric,Automatic,1.5,153581,3072,Low,9
X3,Africa,Red,Hybrid,Manual,2.0,190725,7737,High,3
i8,Europe,Black,Petrol,Automatic,3.5,194789,2525,Low,13
X3,Middle East,Silver,Electric,Manual,2.5,157204,7186,High,11
X1,Africa,Grey,Hybrid,Automatic,3.0,36417,604,Low,5
M5,Africa,Silver,Hybrid,Automatic,4.9,1809,8549,High,11
7 Series,Europe,Blue,Petrol,Manual,2.2,32651,1345,Low,7
X5,Africa,Grey,Hybrid,Manual,2.0,64293,3549,Low,4
5 Series,South America,Silver,Petrol,Manual,5.0,145109,841,Low,0
5 Series,Europe,White,Petrol,Automatic,4.3,26693,3396,Low,0
M5,South America,Silver,Diesel,Automatic,3.8,83795,4042,Low,11
X6,Middle East,Red,Diesel,Automatic,4.8,113428,6862,Low,9
X3,Middle East,Silver,Electric,Manual,1.9,157187,7919,High,13
i8,Asia,Grey,Petrol,Automatic,2.6,95843,2322,Low,12
3 Series,North America,White,Hybrid,Automatic,3.3,38460,703,Low,6
X1,Africa,Silver,Hybrid,Manual,5.0,190807,463,Low,14
X6,Europe,White,Hybrid,Automatic,1.8,159546,810,Low,8
3 Series,Europe,White,Petrol,Manual,2.7,162192,3475,Low,8
X1,Europe,Blue,Diesel,Manual,3.9,38374,686,Low,5
i3,North America,Grey,Hybrid,Automatic,3.2,94798,9277,High,7
5 Series,Africa,Grey,Electric,Automatic,3.2,157696,8534,High,0
M3,North America,Red,Hybrid,Automatic,2.0,43797,9127,High,7
5 Series,North America,Blue,Hybrid,Manual,4.8,90871,8731,High,9
5 Series,North America,Red,Petrol,Manual,3.9,121314,3528,Low,5
X3,Middle East,Silver,Petrol,Automatic,4.0,54235,233,Low,14
X6,North America,Red,Hybrid,Manual,2.7,44311,1964,Low,8
M3,North America,Red,Petrol,Manual,4.2,113400,4811,Low,3
X5,Africa,White,Diesel,Automatic,3.4,30417,9652,High,3
X6,Middle East,Grey,Electric,Automatic,2.4,98721,6045,Low,5
X1,South America,Blue,Petrol,Manual,3.4,80560,2004,Low,0
X5,South America,Black,Diesel,Automatic,4.7,185974,6076,Low,2
3 Series,Africa,Black,Diesel,Automatic,2.9,54293,8279,High,4
i3,Asia,Silver,Electric,Manual,3.5,68161,7218,High,9
i8,Middle East,Black,Petrol,Manual,4.3,21180,8769,High,3
i3,North America,Grey,Petrol,Automatic,2.9,80141,783,Low,6
